Category,Şirket,Adres,fk_country,Province,Town,Telefon,Category,Tag
"Kuaförler (Erkek)","Engin Kapsalon","Van Kerckhovenstraat 41, Antwerpen",1,1,3,"+32(0)484 91 51 51",20,86
"Kufaörler (Bayan)","Hair&Amp beauty","Adres bulunamadı",1,,,"0476632850",20,85
"Kufaörler (Bayan)","Sibelle Fohn","Abdijstraat 119, Antwerpen, Belçika",1,1,3,"+32 484 38 53 05",20,85
"Kufaörler (Bayan)","Hair Fashion Sevim","Gallifortlei 84, Antwerpen, Belçika",1,1,3,"+32 3 288 02 29",20,85
"Kufaörler (Bayan)","Kes Kes Kapsalon","Steynstraat 351, Hoboken 2660, Antwerpen",1,1,3,"03 830 65 60",20,85
"Kufaörler (Bayan)","New Image","Rue de Jérusalem 64, Schaarbeek, Brussel",1,2,312,"02 245 05 48",20,85
"Kufaörler (Bayan)","Nersyn","Slachthuislaan 74 2060, Antwerpen",1,1,3,"03 235 72 62",20,85
"Kufaörler (Bayan)","Kapsalon Derya","Stalenstraat 53, Genk, Limburg",1,3,462,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","H&L Kapsalon","Wijnegem Shopping Center 5, Turnhoutsebaan, Wijnegem, Antwerpen",1,1,3,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","kapsalon I’m style","Zaveldriesstraat 7, Genk, Limburg",1,3,462,"089 258 277",20,85
"Kufaörler (Bayan)","My World Kapsalon","Brederodestraat 20, Antwerpen",1,1,3,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Coiffure Meryem","André Dumontlaan 34, Genk, Limburg",1,3,462,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Coiffure john","Rue de Namur 9 1000, Brussel",1,2,304,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Twins in hair","Kuringersteenweg 132 3500 Hasselt, Limburg",1,3,86,"011 23 22 43",20,85
"Kufaörler (Bayan)","The Studio by Sevda","Guido Gezellelaan 29 b3, 3550 Heusden, Limburg",1,3,462,"011 64 69 60",20,85
"Kufaörler (Bayan)","Coiffure shan’N","Rue Rogier 215 1030 Schaerbeek, Brussel",1,2,312,"02 212 08 22",20,85
"Kufaörler (Bayan)","Coiffure Papatya","Rue de la Royauté 59, 1020, Brussel",1,2,304,"02 427 49 28",20,85
"Kufaörler (Bayan)","Coiffeur Tolhuis","Tolhuislaan 35 Gent, Oost Vlaanderen",1,4,130,"09 233 22 19",20,85
"Kufaörler (Bayan)","Karmen Bayan Kuaforu","Rue Richard Vandevelde 22 1030 Schaerbeek, Brussel",1,2,312,"02 241 79 89",20,85
"Kufaörler (Bayan)","Hair&Beauty Sahra","Toekomststraat 1, Sint-Amandsberg, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Coiffeur Ceylan","Sleepstraat 116 9000 Gent, Oost Vlaanderen",1,4,130,"09 233 35 09",20,85
"Kufaörler (Bayan)","Kuaför Tetik","Rue Wayez 15, Anderlecht, Brussel",1,2,303,"Telefon bulunamadı",20,85
"Kufaörler (Bayan)","Star Kapsalon 3","Bampslaan 34 3500 Hasselt, Limburg",1,3,86,"Telefon bulunamadı",20,85
"Kufaörler (Bayan)","K&A Kuafor","Havenlaan 62/1, Beringen, Limburg",1,3,74,"011 426 226",20,85
"Kufaörler (Bayan)","Royal Bayan Kuaforu","Rue Royale 195 1210 Saint-Josse-ten-Noode, Brussel",1,2,316,"02 223 22 10",20,85
"Kufaörler (Bayan)","Simarik Kuafor","Rue de la Limite 115 1210 Saint-Josse-ten-Noode, Brussel",1,2,316,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Lale Kapsalon","Bredabaan 344, Merksem, Antwerpen",1,1,3,"03 646 16 10",20,85
"Kufaörler (Bayan)","Yusuf Kapsalon","Basilieklaan 29, Scherpenheuvel-Zichem, Vlaams Brabant",1,6,288,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Sun Point","Vondelstraat 19, Antwerpen",1,1,3,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Coiffure istanbul","Avenue Rogier 85, Schaerbeek, Brussel",1,2,312,"02 242 25 20",20,85
"Kufaörler (Bayan)","Dogan Hair Dresser","Rue Royale 195 1210 Saint-Josse-ten-Noode, Brussel",1,2,316,"02 226 04 60",20,85
"Kufaörler (Bayan)","Hair Design Meral","Diestersteenweg 206 - 20, Hasselt, Limburg",1,3,86,"011 27 40 05",20,85
"Kufaörler (Bayan)","Baldemir Murat","Groene Hofstraat 18, Boom, Antwerpen",1,1,3,"03 888 05 50",20,85
"Kufaörler (Bayan)","Nieuw image","Rue de Jérusalem 64, Schaerbeek, Brussel",1,2,312,"02 245 05 48",20,85
"Kufaörler (Bayan)","Kapsalon ihsan","Driekoningenstraat 78, Berchem, Antwerpen",1,1,3,"03 230 36 31",20,85
"Kufaörler (Bayan)","Coiffure Yasmine","Rue Rogier 212, Schaerbeek, Brussel",1,2,312,"02 218 29 54",20,85
"Kufaörler (Bayan)","Ayla Coiffure Visagist","Chaussée de Helmet 155, Schaerbeek, Brussel",1,2,312,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Oraia Hair","Abdijstraat 202, Antwerpen",1,1,3,"03 237 07 66",20,85
"Kufaörler (Bayan)","Coiffure Selma","Rue Marie-Christine 85 1020, Brussel",1,2,304,"02 426 01 35",20,85
"Kufaörler (Bayan)","Bas Hair","Pothoekstraat 90, Antwerpen",1,1,3,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Coiffeur Les Soeurs","Korte Achteromstraat 10, Antwerpen",1,1,3,"+32(0)484 91 51 51",20,85
"Kufaörler (Bayan)","Kapsalon Lara","Brederodestraat 108, Antwerpen",1,1,3,"03 298 54 57",20,85
"Kufaörler (Bayan)","Lara Beauty","Brederodestraat 80, Antwerpen",1,1,3,"03 298 54 57",20,85
"Kuyumcular","Twins in hair","Kuringersteenweg 132 3500 Hasselt, Limburg",1,3,86,"011 23 22 43",13,44
"Kuyumcular","Sümela kuyumculuk","Rue Saint Nicolas, Luik",1,9,161,"04 233 36 61",13,44
"Kuyumcular","Vogue Gold",,1,,,"02 215 67 57",13,44
"Kuyumcular","Palace d’Or",,1,,,"04 222 01 55",13,44
"Kuyumcular","Demiral Bijouterie","Chaussée de Haecht 104, Schaarbeek, Brussel",1,2,312,"02 217 31 41",13,44
"Kuyumcular","istanbul Kuyumculuk (Charleroi)","Rue Neuve 44 Charleroi, Henegouwen",1,8,363,"071 333 361",13,44
"Kuyumcular","istanbul Kuyumculuk (Genk)","Stalenstraat 167 Genk, Limburg",1,3,462,"089 777 234",13,44
"Kuyumcular","Aslan Gold Gent","Wondelgemstraat 4, Gent, Oost Vlaanderen",1,4,130,"09 223 87 53",13,44
"Kuyumcular","Senem bijouterie","Rue Fransman 7, Brussel, Brussel",1,2,304,"02 425 82 00",13,44
"Kuyumcular","Goudpaleis","Sleepstraat 40, Gent, Oost Vlaanderen",1,4,130,"09 233 00 17",13,44
"Kuyumcular","Ideal Kuyumcu","Sleepstraat 69 9000 Gent, Oost Vlaanderen",1,4,130,"09 324 91 75",13,44
"Kuyumcular","Es Gold","Pauwengraaf 104, Maasmechelen, Limburg",1,3,101,"089 766 462",13,44
"Kuyumcular","Mine Gold","Koolmijnlaan 270, Beringen, Limburg",1,3,74,"011 454 290",13,44
"Kuyumcular","Payat Kuyumculuk","Sint-Martinusplein 11/71b, Genk, Limburg",1,3,462,"089 868 615",13,44
"Kuyumcular","istanbul kuyumculuk","Koolmijnlaan 66, Heusden-Zolder, Limburg",1,3,91,"011 34 00 49",13,44
"Kuyumcular","Golden Eyes","Brussel",1,2,304,"+32(0)484 91 51 51",13,44
"Kuyumcular","istanbul kuyumculuk 2","Stalenstraat 167, Genk, Limburg",1,3,462,"089 777 234",13,44
"Kuyumcular","Ozkan Kuyumculuk","Rue du Méridien 66, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 219 29 85",13,44
"Kuyumcular","Sinar","Rue du Méridien 80, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 219 19 29",13,44
"Kuyumcular","Demiral Kuyumculuk","Chaussée de Haecht 104 1030 Schaerbeek, Brussel",1,2,312,"02 217 31 41",13,44
"Kuyumcular","Midyat Kuyumculuk","Rue Verbist 9, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 230 85 90",13,44
"Kuyumcular","Oremis Kuyumcu","Rue de Brabant 141 1030 Schaerbeek, Brussel",1,2,312,"02 248 23 72",13,44
"Kuyumcular","Metin","Rue de Brabant 220A 1030 Schaerbeek, Brussel",1,2,312,"02 217 96 15",13,44
"Kuyumcular","Ay Gold(Maasmechelen)","Koninginnelaan 115 3630 Maasmechelen, Limburg",1,3,101,"+32(0)484 91 51 51",13,44
"Kuyumcular","Ergene","Rue de Brabant 254 256 1030 Schaerbeek, Brussel",1,2,312,"02 215 29 94",13,44
"Kuyumcular","Tapmaz Gold","Wondelgemstraat 123, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",13,44
"Kuyumcular","Talip Juwelier","Bevrijdingslaan 99, Gent, Oost Vlaanderen",1,4,130,"09 225 63 96",13,44
"Kuyumcular","Cagla Gold","Sleepstraat 86, Gent, Oost Vlaanderen",1,4,130,"09 225 71 42",13,44
"Kuyumcular","Mutlu Juwelier","Wondelgemstraat 150, Gent, Oost Vlaanderen",1,4,130,"09 329 42 80",13,44
"Kuyumcular","Bosphorus Gold","Dendermondsesteenweg 167 9000 Gent, Oost Vlaanderen",1,4,130,"09 251 02 85",13,44
"Kuyumcular","First Gold","Pauwengraaf 21, Maasmechelen, Limburg",1,3,101,"089 73 88 10",13,44
"Kuyumcular","Saray Juwelier","Koolmijnlaan 159, Heusden-Zolder, Limburg",1,3,91,"011 53 35 87",13,44
"Kuyumcular","Saray Juwelier(2)","Sint-Martinusplein 11, Genk, Limburg",1,3,462,"089 81 22 87",13,44
"Kuyumcular","Sensoy Juwelier","Vredelaan 12 3530 Houthalen-Helchteren, Limburg",1,3,93,"011 60 64 89",13,44
"Kuyumcular","Golden Pristige","Brederodestraat 87, Antwerpen",1,1,3,"03 237 23 12",13,44
"Kuyumcular","Juwelen Talip","Bevrijdingslaan 100, Gent, Oost Vlaanderen",1,4,130,"09 225 63 96",13,44
"Kuyumcular","Ay Gold","Abdijstraat 190,, Antwerpen",1,1,3,"03 257 35 55",13,44
"Köfteciler","Emirdag Köftecisi 2","Rue Brichaut 1, Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",11,29
"Köfteciler","Emirdag Köftecisi","Place Liedts 20, Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",11,29
"Köfteciler","Altin Köfte","Chaussée de Haecht 105, Schaarbeek, Brussel",1,2,312,"+32(0)484 91 51 51",11,29
"Köfteciler","Cigköftem","Brederodestraat 156, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Köfteciler","Komagene","Koolmijnlaan 112 Heusden-Zolder, Limburg",1,3,91,"011 19 06 99",11,29
"Köfteciler","Kofteci doktor","Brederodestraat 129, Antwerpen",1,1,3,"0484 548 941",11,29
"Köfteciler","Emirdag Koftecisi(Hoboken)","Abdijstraat 184, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Köfteciler","Adıyaman Çigköftecisi","Dendermondsesteenweg 19, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",11,29
"Köfteciler","Adıyaman Çigköftecisi","Brederodestraat 94, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Köfteciler","Emirdağ Köftecisi","Van Kerckhovenstraat 55, Antwerpen",1,1,3,"+32(0)484 91 51 51",11,29
"Lift Ve Eşya Taşıma","Derin Movers Türkiye Evde Evden Eve Nakliye","Ter Heydelaan 63, 2100 Antwerpen, Belçika",1,1,3,"32 489 53 93 91",15,58
"Lift Ve Eşya Taşıma","Skyladderlift","Pourbusstraat 2a, Antwerpen, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Eco-Lift","Julius de Geyterstraat 160, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Antwerp Move","Pothoekstraat 75, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Fast Lift","Antwerpen",1,1,3,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Home Laderlift","Antwerpen",1,1,3,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Ata Lift","Chaussée de Ninove 147, Molenbeek-Saint-Jean, Brussel",1,2,315,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","City Star Lift Service","Brussel",1,2,304,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Speed Lift","Abdijstraat 237 2020, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Lider Lift","Brussel",1,2,304,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Kaizer Lift","Lindelaan 20, Sint-Pieters-Leeuw, Vlaams Brabant",1,6,290,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Hizir Lift","Rue de la Meuse 1080, Molenbeek-Saint-Jean, Brussel",1,2,315,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Be Time","Avenue Louise 287, Brussel",1,2,304,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","City Star Lift","Brussel",1,2,304,"+32(0)484 91 51 51",15,58
"Lift Ve Eşya Taşıma","Ladderline","Sint-Gummarusstraat 37, Antwerpen",1,1,3,"+32(0)484 91 51 51",15,58
"Market Süpermarket","Candan Marche Du Monde","Rue de Jérusalem 36 1030 Schaerbeek, Belçika, Brussel",1,2,312,"02 2160421",13,37
"Market Süpermarket","İkram Market","Gasstraat 7, Anvers, Belçika, Antwerpen",1,1,3,"Telefon bulunamadı",13,37
"Market Süpermarket","Sevimler Market","Rue de la Pauche, Châtelet, Namen",1,1,364,"081 22 11 50",13,37
"Market Süpermarket","Spar Eindhout","Meir 21, Laakdal, Limburg",1,3,34,"014 86 63 55",13,37
"Market Süpermarket","Fatih Market","Sint-Jobstraat 31, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Drie Sterren","Dambruggestraat 211, Antwerpen",1,1,3,"03 232 21 76",13,37
"Market Süpermarket","itimat Market","Sint-Gummarusstraat 27, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Umut Market","Koolmijnlaan 72, Limburg",1,3,462,"011 51 52 61",13,37
"Market Süpermarket","Üç Kardesler Market","Kerkstraat 5 3600, Oost Vlaanderen",1,4,,"089 35 86 81",13,37
"Market Süpermarket","Emirdag Market","Limburg",1,3,462,"011 87 36 79",13,37
"Market Süpermarket","icen Markt","Oude Baan 62-64 3630 Maasmechelen, Limburg",1,3,101,"089 771 732",13,37
"Market Süpermarket","Mini Market","Maarschalk Fochstraat 23, Leopoldsburg, Limburg",1,3,97,"011 39 12 10",13,37
"Market Süpermarket","Aliments inter 2","Rue de Turenne 36, Charleroi, Henegouwen",1,8,363,"071 30 52 76",13,37
"Market Süpermarket","Crazy Market","Rue de Dison 68, Verviers, Luik",1,9,493,"087 31 17 56",13,37
"Market Süpermarket","Chez Mella","Avenue Marius Meurée 25 Charleroi, Henegouwen",1,8,363,"071 47 32 44",13,37
"Market Süpermarket","Sabir Market","Rue Léon Dubois 295, Charleroi, Henegouwen",1,8,363,"071 30 52 82",13,37
"Market Süpermarket","Zon Fırat","Dambruggestraat 224, Antwerpen",1,1,3,"+32 3 227 39 97",13,37
"Market Süpermarket","Berbat Market","Steendam 93, Gent, Oost Vlaanderen",1,4,130,"09 224 30 15",13,37
"Market Süpermarket","Delia Market","Chaussée de Lodelinsart 102, Charleroi, Henegouwen",1,8,363,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Elit Market","Albert Bevernagelei 22, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Aspavam Bvba","Berthoutstraat 54, Berchem, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Rabot Market","Wondelgemstraat 58, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Kaya Supermarkt","Nieuwpoortsesteenweg 20 8400 Oostende, West Vlaanderen",1,5,215,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Station Market","Keppestraat 13 9320 Aalst, Oost Vlaanderen",1,4,114,"053 707 444",13,37
"Market Süpermarket","Hoboken Market","Sint-Bernardsesteenweg 291-295 2660, Antwerpen",1,1,3,"03 899 06 60",13,37
"Market Süpermarket","İstanbul market","Rue de Hodimont 19 Verviers, Luik",1,9,493,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Supermarkt Kaya’s","Stationsstraat 33, Beringen, Limburg",1,3,74,"011 45 36 21",13,37
"Market Süpermarket","Supermarket T.e.o","Chaussée de Haecht 117, Schaerbeek, Brussel",1,2,312,"02 217 7532",13,37
"Market Süpermarket","Sahin Market","Rue François Lesnino 17, Brussel",1,2,304,"02 830 03 07",13,37
"Market Süpermarket","Guclu Sprl","Rue Marie-Christine 101, Brussel",1,2,304,"02 427 21 31",13,37
"Market Süpermarket","Gozel Market","Rue Potagère 174, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 217 21 07",13,37
"Market Süpermarket","Fresh Market","Chaussée de Haecht 343, Schaerbeek, Brussel",1,2,312,"02 216 47 38",13,37
"Market Süpermarket","Guler Fresh","Place Liedts 8, Schaerbeek, Brussel",1,2,312,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Lodos Supermarket","Grote Bosstraat 93, Schaerbeek, Brussel",1,2,312,"02 732 91 66",13,37
"Market Süpermarket","Kucuk Guney Market","Avenue Oscar Van Goidtsnoven 8, Forest, Belçika, Brussel",1,2,304,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Murat Market","Rue de Quatrecht 45, Schaerbeek, Brussel",1,2,312,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Marche Europe","Rue du Tilleul 65, Evere, Brussel",1,2,304,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Emir Scris","Rue du Méridien 38, Saint-Josse-ten-Noode, Brussel",1,2,316,"02 219 33 30",13,37
"Market Süpermarket","Can Market","Chaussée de Bruxelles 1190, Vorst, Brussel",1,2,304,"02 376 76 34",13,37
"Market Süpermarket","Erpa bvba","Koolmijnlaan 269 3580 Beringen, Limburg",1,3,74,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Asya Market","Zandberg 7a, Zele, Limburg",1,3,462,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Onder Market","Rue Josaphat 94, Schaerbeek, Brussel",1,2,312,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Kardes Market","Boulevard Emile Bockstael 323, Brussel",1,2,304,"02 428 71 24",13,37
"Market Süpermarket","Emirdag Market","Stationsstraat 3, Beringen, Limburg",1,3,74,"011 873 679",13,37
"Market Süpermarket","Saskin Market","Everaertstraat 101, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Tugra Market","Brederodestraat 73, Antwerpen",1,1,3,"03 257 58 36",13,37
"Market Süpermarket","imparator Market","Dendermondsesteenweg 112, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Ahi Pazari","Sint-Bernardsesteenweg 544, Antwerpen",1,1,3,"03 828 86 04",13,37
"Market Süpermarket","Reyhan Supermarche","Route de Mons 51 6030 Charleroi, Henegouwen",1,8,363,"071 303 710",13,37
"Market Süpermarket","Euro supermarket","Onderwijslaan 37-41 Genk, Limburg",1,3,462,"089 845 109",13,37
"Market Süpermarket","Anatolia Supermarche","Rue du Maréchal Foch 9 Châtelet, Henegouwen",1,8,364,"071 396 731",13,37
"Market Süpermarket","Ali Baba Shopping Center","Rue du Moulin 246, Luik",1,9,,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Ulus supermarket","Maria-Christinastraat 40, Laken 1020, Brussel",1,2,304,"02 425 62 07",13,37
"Market Süpermarket","Stationmarket","Keppestraat 13, 9320 Erembodegem, Oost Vlaanderen",1,4,,"053 70 74 44",13,37
"Market Süpermarket","Cebeci","Keppestraat 13, 9320 Erembodegem, Oost Vlaanderen",1,4,,"053 70 74 44",13,37
"Market Süpermarket","Dagwinkel Flora","Bloemstraat 3 9050 Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Dincer",,1,,,"071 40 22 42",13,37
"Market Süpermarket","Sultan Market","Avenue du Centenaire 60, 6061 Montignies, Henegouwen",1,8,,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Alimentation Altay","Chaussée de Charleroi 1/c Charleroi, Henegouwen",1,8,363,"071 476 636",13,37
"Market Süpermarket","Gul Supermarche","Rue du Moulin 212, Luik",1,9,,"04 344 03 32",13,37
"Market Süpermarket","Cihan Supermarket","Varkensmarkt 2, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Beyza Supermarkt","Bredabaan 480, Merksem, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Turkse Market","Herentalsebaan 318, Deurne, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Akarsu Market","Kioskplaats 68, Hoboken, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","butchery – Supermarket","Vennestraat 66-68 Genk, Limburg",1,3,462,"089 357 090",13,37
"Market Süpermarket","Chez Fatih","Rue de Visé 869 4020, Luik",1,9,495,"04 377 64 77",13,37
"Market Süpermarket","Reyhan Supermarche 2","Chaussée de Châtelet 44, 6060 Gilly, Henegouwen",1,8,364,"071 41 19 16",13,37
"Market Süpermarket","Ayhan Market","Rue Saint Nicolas 464 4000, Luik",1,9,161,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Mevlana Market","Rue du Moulin 50 Verviers, Luik",1,9,493,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Ero canan market","Langestraat 157, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Gül Market","Koolmijnlaan 370, Heusden-Zolder, Limburg",1,3,91,"011 571 331",13,37
"Market Süpermarket","Dolmacoglu market","Rue de la Commune 45, Sint-Joost-ten-Node, Brussel",1,2,316,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Mevlana Market","Rue Gustave Schildknecht 54, Brussel",1,2,304,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Meram Supermarket","Boomsesteenweg 277, Antwerpen, Antwerpen",1,1,3,"03 235 09 44",13,37
"Market Süpermarket","Meram Supermarket 1","Brederodestraat 177, Antwerpen, Antwerpen",1,1,3,"03 237 09 44",13,37
"Market Süpermarket","Bakkerij Kaya","Dendermondsesteenweg 371, Sint-Amandsberg, Gent, Oost Vlaanderen",1,4,130,"09 238 41 76",13,37
"Market Süpermarket","Murat Market","Brussel",1,2,304,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Saskinim","Dendermondsesteenweg 399, Gent, Oost Vlaanderen",1,4,130,"09 251 23 75",13,37
"Market Süpermarket","Yilmaz Voeding","Kapelstraat 54, Beveren, Oost Vlaanderen",1,4,118,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Bereket Market","Vander Elststraat 1, Leopoldsburg, Oost Vlaanderen",1,4,97,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Memnun Market","Dirk Martensstraat 56, Aalst, Oost Vlaanderen",1,4,114,"053 418 494",13,37
"Market Süpermarket","Durmaz voeding","Roskotstraat 49, Zele, Oost Vlaanderen",1,4,169,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Asya Market","Zandberg 7a, Zele, Oost Vlaanderen",1,4,169,"052 445 909",13,37
"Market Süpermarket","Alem bvba","Lange Scholiersstraat 83, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Tevhid Süpermarket","Dendermondsesteenweg 30, Gent, Oost Vlaanderen",1,4,130,"09 377 00 18",13,37
"Market Süpermarket","Emir Food","Cauwerburg 115, Temse, Oost Vlaanderen",1,4,163,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Elmas Market","Broederminstraat 17 2018, Antwerpen",1,1,3,"+32(0)484 91 51 51",13,37
"Market Süpermarket","EGE IMPEX Süpermarket","Rue Walthère Jamar 233 4430, Luik",1,9,,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Cemsu Supermarkt","Tolhuislaan 70, Gent, Oost Vlaanderen",1,4,130,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Brussels Market",,1,,,"+32 483 69 95 63",13,37
"Market Süpermarket","Le Mimosa","route de mons 6, Monceau-sur-Sambre, Charleroi belcika",1,,363,"+32 484 564 989",13,37
"Market Süpermarket","Musti Market","Stationsstraat 60, 9230 Wetteren, Oost Vlaanderen, Belçika",1,4,166,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Chez Rabia","Rue Pierre-Joseph Lecomte 81, Charleroi, Henegouwen, Belçika",1,8,363,"+32 82 3 669 758",13,37
"Market Süpermarket","Ecem Market","Europaplein 12, Maasmechelen, Limburg, Belçika",1,3,101,"+32(0)484 91 51 51",13,37
"Market Süpermarket","Ergün’s Market","Wondelgemstraat 152, 9000 Gent, Oost Vlaanderen, Belçika",1,4,130,"+32(0)484 91 51 51",13,37
"Mermer Seramik","Lion Stones","Avenue Paul Deschanel 79, Sint-Joost-ten-Node, Brussel",1,2,316,"+32(0)484 91 51 51",19,96
"Mermer Seramik","Eymer","Magazijnstraat 5/2 Heusden-Zolder, Limburg",1,3,91,"011 190 928",19,96
"Mermer Seramik","A&B Graniet-Natuursteen","Kanaalweg 98, Tessenderlo, Limburg",1,3,108,"+32(0)484 91 51 51",19,96
"Mermer Seramik","Ey Mer bvba","Magazijnstraat 5/2 3550 Heusden-Zolder, Limburg",1,3,91,"011 190 928",19,96
"Mermer Seramik","De linde Bouwmaterial","Lindelei 69 Hemiksem, Antwerpen",1,1,3,"03 877 87 34",19,96
"Mobilyacılar","Ster Meubelen","Kapellestraat 26, Lokeren, Oost Vlaanderen, Belçika",1,4,145,"+32 483 649 252",13,46
"Mobilyacılar","Aras Group","Chaussée de Bruxelles 31, Jumet Charleroi, Henegouwen, Belçika",1,2,304,"+32 71 37 13 01",13,46
"Mobilyacılar","Style Meubles","Rue de Mons 32, 6031 Charleroi, Henegouwen, Belçika",1,8,363,"+32 474 323 011",13,46
"Mobilyacılar","Dm Meubles","Chaussée de Fleurus 683, 6060 Charleroi, Henegouwen, Belçika",1,8,363,"+32 71 411 522",13,46
"Mobilyacılar","Atakk Matrassen","Lakenmakersstraat 29, 2400 Mol, Antwerpen, Belçika",1,1,3,"+32494 527 758",13,46
"Mobilyacılar","Gokhan Mobilya","Rue de Mérode 74, 1060 Saint-Gilles, Brussels, Belçika",1,2,314,"+322 534 14 56",13,46
"Mobilyacılar","Saskin Meubelen","Statiestraat 113, 2600 Antwerpen, Belçika",1,1,3,"+3132391370",13,46
"Mobilyacılar","Gurkan mobilya","Sint-Bernardsesteenweg 461, 2660 Antwerpen, Belçika",1,1,3,"+323 337 43 32",13,46
"Mobilyacılar","Meuble Eco","Rue de Ribaucourt 146-152, 1080 Sint-Jans-Molenbeek, Brussels, Belçika",1,2,315,"Telefon bulunamadı",13,46
"Mobilyacılar","Gurkan Meubelen","Sint-Bernardsesteenweg 461, 2660 Antwerpen, Belçika",1,1,3,"+32(0)484 91 51 51",13,46
